user_id	user_ground_truths	user_top_k_prediction
5414	[23681, 22578, 25127]	[21536, 22719, 17405, 22413, 22578, 22438, 22831, 23015, 21172, 24070, 22585, 17406, 22406, 23293, 22387, 21154, 22990, 22364, 22651, 22941, 22433, 25189, 22435, 22609, 22671, 12188, 22403, 22380, 22634, 22839, 23037, 25260, 22372, 21948, 21145, 25116, 23234, 24712, 23397, 22878, 21934, 22378, 22405, 24046, 22623, 10879, 22410, 21856, 22894, 23297, 24071, 22966, 22369, 24065, 22409, 25057, 12190, 21695, 22411, 23038, 29109, 23509, 23700, 22534, 24430, 22961, 24507, 22562, 21181, 22278, 8845, 23896, 22432, 23396, 21913, 12186, 25877, 25041, 22921, 22367, 22830, 21903, 22401, 22615, 21858, 24042, 26492, 26378, 26441, 22522, 23034, 22497, 26078, 23224, 24965, 24977, 25723, 21933, 9453, 22376]
5415	[22831, 22615, 34177, 22554, 22432, 24426]	[21536, 22919, 22839, 22623, 23182, 22365, 17405, 22572, 21535, 22438, 22649, 22585, 22831, 22834, 22405, 21948, 22635, 22966, 22959, 21181, 33581, 21859, 10882, 21695, 22387, 8845, 22835, 22719, 25116, 22562, 22524, 22941, 22364, 22410, 22603, 23296, 23902, 22830, 12188, 25039, 8855, 24520, 22432, 22609, 21858, 23517, 29520, 26957, 22435, 25738, 23513, 24467, 23512, 22534, 22640, 22632, 23896, 22578, 25751, 21933, 22669, 23671, 22618, 22631, 8854, 22413, 22404, 27744, 23233, 21856, 22553, 8842, 22430, 23306, 23505, 23214, 23894, 21126, 26839, 26348, 22597, 24281, 22977, 24977, 23293, 26626, 21924, 23709, 30236, 24430, 24677, 26365, 22406, 22522, 23717, 26713, 21923, 26618, 25747, 23665]
5416	[24744, 29202, 24447, 22602, 23397, 12190, 24230]	[21536, 24542, 23225, 23154, 22667, 22361, 22522, 22459, 21913, 22905, 22446, 22562, 21934, 34011, 21933, 22376, 22618, 22530, 24260, 22719, 22918, 10883, 23902, 23012, 24746, 22366, 23010, 24209, 17406, 21126, 23027, 12190, 21948, 23214, 24580, 22879, 22422, 22644, 22883, 34109, 23517, 21856, 22491, 24049, 23872, 22880, 22903, 24567, 23026, 22387, 22626, 25679, 22961, 21912, 22919, 22669, 27588, 23016, 22952, 22921, 22606, 22966, 27950, 24965, 22904, 21172, 23028, 22278, 27484, 21516, 23542, 24230, 23712, 23310, 23002, 22651, 23699, 22882, 24278, 25634, 28250, 22370, 23934, 21917, 17405, 22965, 25677, 23308, 24497, 24079, 24989, 24680, 24229, 26348, 22630, 24544, 25323, 25080, 25116, 25059]
5417	[9233, 835, 822, 34263]	[2525, 837, 1811, 978, 2635, 718, 2337, 160, 141, 628, 2493, 155, 3192, 543, 2365, 1996, 1627, 1933, 835, 822, 283, 2533, 1538, 674, 980, 1355, 14304, 6037, 7209, 571, 821, 9316, 714, 642, 832, 842, 2025, 51, 1628, 1356, 878, 969, 3261, 2363, 2432, 4430, 542, 5512, 3154, 744, 1165, 2018, 5515, 15753, 6455, 917, 838, 2019, 9163, 7897, 828, 9306, 2673, 728, 1358, 2364, 10414, 7408, 2022, 14529, 2972, 6423, 3195, 924, 1236, 3121, 11880, 827, 4162, 1754, 1023, 830, 643, 1076, 468, 4221, 2056, 575, 2011, 7605, 2929, 1998, 3419, 12889, 911, 976, 4289, 11141, 9216, 5518]
5418	[37132, 4202]	[4202, 8906, 19383, 9920, 4194, 20395, 7550, 9914, 19379, 13021, 12340, 22744, 30425, 13722, 34878, 18947, 19653, 16145, 31241, 19380, 28601, 27558, 13038, 16019, 18056, 48, 18702, 26887, 3591, 17498, 2941, 13263, 23656, 8150, 8011, 36, 18955, 4201, 17643, 16198, 8939, 18952, 8912, 18956, 17644, 19109, 4200, 8145, 23592, 27091, 8273, 26597, 17573, 136, 14632, 26879, 3601, 23655, 4684, 35848, 21872, 22, 26139, 28237, 13348, 36421, 19127, 34428, 25626, 22799, 8133, 20814, 26138, 19668, 21879, 7998, 8937, 6983, 27559, 36933, 3598, 15770, 36512, 21874, 25849, 36795, 9918, 16144, 21878, 8013, 7548, 15854, 23119, 37, 27915, 31537, 23593, 26135, 30559, 17484]
5419	[30435, 14395, 26227]	[3591, 8133, 3601, 8931, 19, 8013, 8009, 22, 4684, 11, 8900, 49, 10626, 8118, 36, 13031, 48, 8918, 8132, 18, 30128, 37, 15770, 32, 8941, 16, 11672, 25663, 10660, 3604, 17, 50, 8146, 35, 4685, 20951, 8912, 25650, 15780, 4686, 10649, 30300, 25657, 25, 4689, 10627, 8913, 8005, 10656, 45, 13, 15449, 8910, 13021, 10644, 21, 9, 8117, 10624, 7998, 8003, 13003, 17628, 4687, 16689, 4680, 13033, 8936, 20374, 15768, 4682, 10623, 13016, 17643, 4699, 15841, 18056, 29619, 15843, 8004, 3605, 8906, 8136, 8135, 32114, 8937, 10621, 4696, 39, 8115, 43, 13748, 32734, 26228, 3600, 36632, 13741, 4698, 30304, 13018]
5420	[23154, 28322, 27489, 27078, 26465, 24102]	[12190, 21856, 21536, 22630, 24049, 22644, 23902, 23154, 21913, 23225, 17406, 24561, 23310, 21948, 22929, 23901, 22513, 24588, 21933, 22719, 22879, 24535, 24529, 21901, 24465, 24462, 29035, 23717, 31798, 22883, 22454, 25679, 22880, 21516, 24965, 24180, 22562, 30441, 21924, 21128, 22949, 24631, 23712, 29499, 22952, 22278, 24146, 21696, 23308, 24081, 23887, 33584, 22530, 29509, 25582, 23695, 24680, 22669, 34077, 21920, 26451, 23872, 22592, 28295, 24145, 26453, 24580, 25116, 23028, 23517, 24126, 22980, 32235, 26950, 30333, 29306, 24100, 23192, 38921, 21860, 24260, 35354, 24054, 24099, 23885, 23915, 23878, 25325, 25578, 25309, 22948, 27588, 31062, 34376, 22370, 26377, 22522, 22566, 22918, 31539]
5421	[29776, 32234, 28190, 31159]	[29305, 25908, 29769, 33704, 31162, 27098, 21536, 29768, 39253, 31326, 28199, 23644, 31321, 39452, 39002, 35785, 17406, 31163, 36899, 29770, 31322, 25915, 29777, 22590, 29765, 25916, 28208, 28155, 31160, 33716, 37983, 33717, 31159, 31330, 25914, 31161, 33714, 39055, 29760, 29776, 33724, 24965, 35807, 21571, 37223, 25571, 25591, 23708, 24555, 22589, 22641, 30253, 21941, 21856, 22719, 32566, 8849, 40543, 25911, 23877, 40601, 22739, 28195, 32236, 31335, 21901, 35784, 28190, 38518, 24178, 25549, 39540, 21322, 29767, 17484, 31164, 28188, 28198, 26066, 31331, 38331, 21942, 25924, 40854, 23030, 22591, 31334, 21590, 33715, 36403, 31157, 38986, 27753, 39054, 25148, 33713, 31333, 38988, 28687, 32237]
5422	[14585, 37449, 32417, 14572, 15395, 14580]	[14586, 15395, 14551, 14572, 25767, 27189, 14552, 14587, 14588, 14575, 32421, 26878, 13123, 35130, 14538, 16220, 14559, 14542, 17290, 17480, 17485, 14560, 5172, 722, 25446, 14582, 14534, 15281, 14557, 17021, 14527, 14585, 33460, 32425, 32586, 14548, 14530, 21263, 14543, 14561, 36092, 32032, 31433, 14573, 33623, 14547, 32426, 14566, 35896, 28480, 33470, 14545, 30323, 14550, 15396, 30324, 14571, 32417, 14567, 3419, 14580, 33471, 14583, 14584, 33625, 33884, 14528, 32033, 17482, 32423, 14558, 14533, 17019, 14554, 32422, 34937, 34936, 14541, 32585, 14569, 1504, 14570, 1513, 15401, 14555, 36585, 37449, 25766, 15402, 14556, 32034, 28481, 32587, 33624, 14532, 39654, 8198, 14549, 32420, 25768]
5423	[3315, 714, 542, 543, 728, 878, 842, 15996, 31997, 20199, 15563, 6044, 13784, 575, 16767, 30535, 10330, 33018, 6074, 3190, 35550, 15622, 30392, 15584, 6034, 3189, 10804, 10806, 1609, 978, 11059, 5546, 5545, 10805, 6066, 3187, 39548, 15627, 15564, 4327, 37725]	[744, 2525, 1076, 714, 1938, 4037, 593, 1918, 1755, 691, 1711, 1853, 1821, 677, 6687, 991, 4160, 3349, 992, 7936, 969, 3131, 3200, 838, 1941, 3945, 673, 12332, 2493, 2637, 1077, 821, 3199, 12702, 3121, 1717, 1855, 1714, 928, 7745, 16025, 1906, 2924, 3206, 7490, 1959, 2397, 1851, 7897, 1078, 12726, 7894, 586, 1739, 707, 3946, 6751, 585, 469, 8332, 937, 11472, 152, 590, 1909, 4048, 1844, 2276, 4079, 466, 14597, 1029, 689, 2282, 12937, 1857, 990, 2405, 10040, 1955, 6042, 564, 6694, 679, 1758, 6664, 11751, 3322, 2287, 3366, 7758, 681, 475, 4030, 23143, 3875, 476, 8274, 611, 3323]
5424	[7313, 18243, 3265, 15978]	[1546, 722, 1509, 5172, 1500, 1314, 3800, 4994, 5430, 1463, 3810, 275, 1504, 12154, 1685, 16542, 1493, 12430, 6081, 3171, 15013, 1537, 8979, 14329, 28018, 12260, 250, 3409, 5140, 274, 8388, 1513, 1538, 3006, 1277, 1545, 13599, 3811, 19614, 4256, 1284, 8554, 14306, 5339, 4326, 7120, 3809, 4294, 1022, 4328, 2649, 18724, 5138, 3326, 17330, 12501, 8543, 4252, 8544, 13120, 17094, 4244, 4275, 17391, 4990, 1683, 4246, 247, 28348, 5685, 1268, 5368, 23087, 266, 5435, 6076, 13034, 4319, 5174, 35104, 2220, 253, 15488, 1609, 24361, 17430, 19862, 5168, 2543, 239, 1544, 33971, 3410, 4297, 3063, 20615, 11863, 11607, 1286, 13839]
5425	[1904, 1973, 3849]	[2525, 870, 1933, 991, 628, 605, 1708, 3297, 632, 696, 1755, 2409, 744, 2396, 4133, 2382, 2954, 1842, 1076, 714, 2956, 917, 1937, 2924, 571, 566, 4139, 654, 585, 1893, 6869, 4214, 2415, 1726, 880, 1899, 944, 11476, 2044, 9924, 3955, 6520, 2398, 15251, 3913, 1764, 2970, 4082, 893, 3941, 9332, 600, 473, 892, 11757, 15132, 3132, 3956, 1843, 1717, 1938, 1816, 1988, 1970, 3849, 5058, 2371, 580, 4079, 2404, 1965, 22859, 601, 7758, 3843, 590, 1731, 3383, 10607, 1876, 12200, 4131, 468, 11470, 2917, 7262, 13208, 882, 733, 3823, 602, 820, 1824, 13166, 3122, 2032, 3386, 8152, 4039, 1730]
5426	[14781, 21474]	[4684, 8906, 17644, 31, 8133, 20951, 48, 11, 18962, 13021, 3591, 21475, 8931, 13005, 3604, 13858, 3605, 16694, 8150, 14781, 22, 8013, 8011, 8939, 13045, 13, 4685, 13200, 17643, 3601, 11672, 13033, 18054, 36, 16678, 19, 23974, 18818, 8132, 18961, 30128, 8900, 23148, 16019, 18, 14784, 21474, 3598, 30299, 13016, 21471, 18945, 10626, 10644, 13017, 18625, 30304, 18942, 7998, 12, 8134, 8912, 13861, 50, 21497, 18944, 19762, 15355, 34835, 14783, 15814, 13199, 21, 15449, 10660, 18624, 27091, 20123, 49, 29644, 21472, 18946, 13860, 13855, 15791, 8910, 25655, 9422, 9, 17637, 3603, 37, 8118, 8003, 22242, 26315, 22852, 15838, 16689, 15789]
5427	[12998, 12648, 27178]	[1500, 1509, 7120, 1504, 5430, 1463, 3810, 4994, 1513, 3800, 1277, 722, 5174, 5198, 1314, 1502, 4995, 1683, 5131, 5172, 14329, 6081, 258, 5195, 24591, 3171, 1508, 256, 3409, 1537, 12627, 5168, 1506, 257, 1284, 8388, 17216, 24018, 3820, 21563, 17391, 1551, 1487, 251, 8554, 14322, 13386, 4342, 8410, 1503, 6733, 20615, 17209, 13119, 14318, 17081, 27186, 12624, 12476, 12637, 1492, 14831, 1515, 17079, 32175, 7335, 3809, 1549, 12632, 8393, 250, 2932, 255, 6077, 10953, 276, 6435, 13277, 17175, 3821, 8836, 1526, 8402, 6079, 5685, 19227, 21841, 15064, 12499, 13496, 5691, 1496, 7118, 17173, 1685, 2648, 15061, 32457, 13363, 8405]
5428	[5851, 5896, 17240, 5166]	[5928, 6452, 5926, 5879, 5162, 14062, 18368, 6453, 980, 5923, 18384, 7666, 977, 5951, 5950, 570, 23752, 36525, 5935, 20553, 18790, 11944, 569, 14067, 5953, 3211, 4207, 27364, 34061, 14908, 5851, 5854, 5870, 19297, 26218, 14092, 20546, 22024, 14896, 5859, 5873, 19606, 5853, 14065, 14887, 13095, 28315, 20548, 23749, 20552, 40472, 20310, 7403, 20612, 5905, 5929, 14905, 14075, 11737, 14892, 28848, 28840, 30574, 32899, 19300, 14095, 17242, 14076, 14932, 5896, 20397, 11886, 18359, 14059, 28588, 14096, 5920, 18357, 5166, 9415, 11833, 36584, 5850, 33945, 28849, 14895, 5939, 19296, 38554, 32212, 26765, 51, 17243, 4529, 29267, 28090, 20282, 23750, 35192, 28847]
5429	[16133, 29580, 16019, 37132]	[8906, 13021, 8150, 9920, 4202, 12340, 18947, 9914, 7550, 48, 18056, 16019, 18702, 4194, 4198, 26651, 8939, 8912, 17644, 19379, 17498, 3601, 31, 17484, 17643, 30425, 19383, 4201, 8132, 13038, 31241, 1509, 19653, 22242, 13017, 3591, 18957, 3598, 36, 8144, 8133, 22, 8011, 8931, 36512, 16198, 17805, 13722, 18948, 18, 20814, 8117, 34428, 23407, 18818, 10627, 17573, 12953, 8013, 30128, 27091, 27913, 28601, 5172, 7998, 24988, 13031, 8120, 31711, 27558, 9918, 26887, 13, 10649, 15770, 25849, 8145, 13034, 13807, 38022, 25626, 19669, 4684, 37, 10626, 8113, 8273, 45, 29833, 13736, 49, 4200, 29163, 27909, 19378, 21370, 25348, 12954, 4288, 35299]
5430	[4207, 1843, 12587, 3615, 7473, 20549, 19153]	[5926, 14071, 5928, 5162, 5879, 18384, 6452, 977, 5951, 13095, 14062, 5950, 6453, 570, 4529, 4207, 51, 7666, 24362, 5935, 18376, 14055, 20548, 18368, 14905, 569, 5860, 18790, 28315, 14065, 5859, 28848, 14895, 5896, 4530, 34869, 5923, 5851, 5905, 14075, 31886, 18375, 14096, 36584, 5939, 11944, 14092, 5854, 23752, 14892, 5899, 5166, 2525, 19297, 14059, 30574, 14112, 33955, 14064, 19301, 17243, 38443, 30537, 14891, 14923, 9418, 2443, 5920, 5908, 2444, 14077, 20552, 27426, 9415, 29225, 19606, 14932, 35467, 26769, 14061, 5873, 19296, 5850, 17242, 18273, 7605, 5855, 14900, 18381, 37422, 14067, 20612, 14922, 32216, 26218, 35521, 5163, 14080, 27370, 6514]
5431	[9278, 5111, 9674, 32107, 3261, 21953, 978]	[978, 5928, 5879, 14932, 14071, 14895, 5851, 5926, 14062, 14091, 5939, 14096, 13095, 18384, 569, 5166, 28848, 5854, 5870, 5950, 5915, 5951, 14075, 17486, 14892, 829, 33955, 20548, 5905, 34869, 570, 33013, 980, 51, 36525, 5925, 9418, 14910, 5916, 14106, 5860, 14900, 15753, 822, 23795, 28850, 5923, 27379, 35601, 14080, 18790, 36584, 5906, 5932, 26772, 835, 6452, 14922, 14059, 2018, 5953, 5935, 33956, 30975, 5921, 5898, 2443, 832, 11884, 5850, 5899, 2019, 17243, 14069, 27370, 18368, 1627, 23749, 14065, 23796, 5512, 2441, 20612, 4529, 2444, 28088, 5875, 22024, 5901, 35521, 14095, 14887, 5920, 5924, 26769, 14903, 14097, 18376, 5162, 20553]
5432	[12186, 24271, 23509]	[21536, 23154, 21856, 22961, 22513, 24230, 24260, 21913, 22669, 22919, 12190, 22719, 22952, 21933, 17406, 21128, 22524, 21909, 21695, 22879, 22530, 24529, 22562, 22278, 25080, 17405, 12188, 10879, 22657, 22371, 22929, 21917, 10880, 22921, 24049, 21696, 26345, 22883, 24617, 22535, 22406, 22880, 23699, 24079, 23517, 23028, 24123, 24143, 22387, 22958, 24252, 21172, 24470, 23396, 23712, 23902, 22370, 21912, 23509, 24447, 24115, 23214, 24965, 24185, 25333, 22397, 25309, 23542, 28269, 23539, 21126, 24101, 22630, 24580, 26348, 27588, 22625, 22918, 22522, 22644, 34698, 33770, 33777, 22651, 22990, 22877, 23293, 25581, 23310, 25077, 28060, 24186, 22623, 23015, 24153, 22372, 28297, 23504, 24561, 12186]
5433	[22140, 23903]	[25908, 22589, 25924, 29541, 30253, 23869, 39253, 31330, 25916, 35785, 24555, 25932, 23108, 26380, 28199, 28203, 29769, 33704, 21942, 28201, 23708, 22278, 28206, 26948, 21573, 22644, 22739, 26959, 23345, 27753, 29766, 29885, 23902, 21536, 25928, 25923, 17406, 27599, 28205, 25933, 30254, 31397, 39054, 25922, 33395, 37223, 28202, 30222, 22146, 21941, 28687, 24965, 29836, 23901, 29771, 26693, 21888, 31322, 22641, 21856, 27098, 32236, 25914, 29305, 12190, 23877, 25571, 22454, 25921, 33716, 28155, 25904, 38338, 21901, 26065, 25148, 33813, 22719, 26692, 40356, 25307, 30275, 21943, 31160, 22630, 22726, 36403, 33781, 39002, 25911, 31826, 28207, 37916, 29180, 28222, 31327, 38331, 23867, 28198, 38228]
5434	[30062, 5641, 14210, 33634, 14209, 14143, 5769, 14213, 14281, 2526, 20023]	[2526, 5615, 2067, 447, 10471, 2474, 1613, 5769, 14213, 3094, 4627, 9528, 2263, 1614, 5423, 1594, 2323, 3785, 14289, 4623, 13923, 4519, 8894, 14149, 14150, 13788, 5767, 15384, 2346, 3268, 3070, 3784, 1832, 11702, 1441, 296, 529, 14245, 5636, 6624, 3022, 2510, 14275, 316, 3078, 11164, 5381, 2568, 14210, 3761, 317, 14133, 450, 5770, 3736, 1615, 15508, 1618, 14138, 14199, 766, 4629, 1601, 8799, 14146, 9851, 11340, 5015, 315, 1571, 9822, 559, 5300, 7355, 15923, 15904, 11710, 11699, 16391, 3092, 446, 14196, 20102, 11338, 4622, 2306, 330, 2310, 319, 536, 9939, 35500, 15230, 8605, 309, 801, 8785, 5766, 3109, 318]
5435	[34252, 36784, 32415]	[2337, 2525, 3192, 3607, 3615, 628, 4545, 14856, 33068, 2365, 7750, 7470, 4891, 6922, 4702, 7473, 1843, 5607, 3195, 4735, 837, 7467, 3617, 10426, 23276, 7649, 15479, 2373, 4888, 14859, 16246, 1076, 33064, 16010, 33069, 3606, 4818, 18978, 15119, 40135, 15215, 12031, 991, 3613, 4900, 4785, 9925, 11860, 10857, 2940, 12960, 917, 461, 10425, 14854, 32949, 16761, 3231, 1925, 12103, 12050, 14844, 4003, 18858, 4905, 7457, 870, 15118, 10454, 7612, 714, 33325, 8524, 32383, 3614, 7994, 3152, 4820, 2334, 25992, 6921, 38092, 40450, 2280, 8905, 4764, 21238, 36784, 34252, 10424, 15235, 141, 1735, 15650, 8243, 10451, 3611, 4740, 17415, 1933]
5436	[13309, 20389, 9393, 8829, 33836, 6971, 17006, 453, 8645, 6945, 10399, 15894, 33837, 458, 12270, 13128, 11373, 6974, 12155, 13157, 12554, 30765, 23736, 20275, 24928, 5423]	[2263, 6624, 5423, 4570, 1469, 2067, 6204, 8828, 559, 6029, 3732, 4565, 8802, 8773, 3078, 458, 4575, 9822, 13904, 13157, 12155, 6980, 2190, 1466, 10225, 8772, 12166, 454, 4571, 16984, 3021, 12161, 437, 4629, 13142, 18402, 18550, 9291, 16525, 2246, 6375, 12149, 9895, 12150, 13141, 8636, 12554, 13798, 19778, 1467, 3522, 1430, 8633, 6142, 4622, 15894, 13828, 6559, 8699, 6942, 13324, 9359, 12172, 4576, 11373, 4519, 453, 8645, 3094, 8618, 547, 6963, 2189, 3101, 1207, 4569, 8606, 12557, 13135, 8682, 3022, 8611, 529, 1601, 6945, 12293, 14163, 3070, 7353, 9363, 11386, 8610, 8799, 5776, 1593, 8664, 8688, 8690, 4567, 8605]
5437	[23134, 37009, 20929, 19705]	[15178, 36536, 34404, 34258, 13368, 17695, 35138, 13367, 15189, 20946, 15187, 20940, 28355, 34402, 15180, 15179, 36450, 6662, 18177, 34405, 12458, 34260, 12459, 7605, 17689, 26191, 20934, 35603, 34403, 20932, 20930, 17693, 28362, 38276, 13369, 36535, 7985, 20945, 34259, 26258, 15182, 34759, 39167, 28361, 28117, 28356, 161, 16213, 20941, 8096, 20942, 20943, 13371, 15181, 26190, 15177, 15183, 8102, 22105, 28929, 12451, 8101, 15185, 12457, 9770, 20929, 28352, 28358, 37429, 18537, 38277, 20933, 28354, 1169, 17692, 20931, 7984, 36946, 20762, 3537, 32789, 35832, 28357, 7306, 29859, 23167, 13372, 10525, 15184, 6663, 10472, 18307, 517, 34761, 8099, 8098, 20948, 17697, 32086, 30681]
5438	[14630, 36169, 37276]	[13272, 32077, 36155, 37705, 12383, 18983, 12391, 37706, 12370, 34884, 32866, 12369, 32080, 32057, 15712, 12360, 38629, 12356, 36161, 40043, 15710, 14624, 38773, 34883, 14617, 15707, 38831, 14628, 32069, 32520, 40056, 32862, 14629, 15713, 39204, 32066, 15711, 12365, 37191, 12387, 39161, 38265, 12366, 37702, 14627, 14626, 36144, 36211, 18986, 36173, 34180, 37479, 38238, 38259, 12382, 36146, 37136, 37707, 36154, 18994, 32868, 37902, 37265, 36152, 14622, 38167, 12389, 37038, 15699, 37580, 37239, 32870, 39114, 18981, 25254, 40624, 32068, 39062, 12359, 37238, 35283, 36164, 37704, 32079, 38140, 40266, 15708, 36160, 37696, 32865, 14630, 14625, 18996, 12374, 37820, 40348, 32519, 37708, 14615, 40296]
5439	[3588, 13566, 4378, 29706]	[1165, 1169, 13808, 1172, 31612, 13807, 722, 575, 1609, 7605, 1538, 4288, 718, 5550, 9543, 13804, 3588, 33997, 10694, 11746, 36654, 14633, 20937, 16544, 11747, 21730, 33819, 2337, 16163, 29706, 16213, 1168, 5362, 13805, 11621, 4378, 20493, 2432, 11749, 4287, 13719, 2220, 13567, 13720, 4924, 13566, 15470, 11832, 11831, 27762, 17816, 6423, 896, 4207, 6669, 1537, 32133, 34450, 18122, 20589, 19881, 18307, 3806, 18132, 3596, 19727, 3261, 18123, 23813, 33820, 51, 980, 1500, 34500, 19703, 20899, 10472, 6860, 160, 15180, 170, 30845, 11834, 9764, 12438, 32978, 8104, 2525, 17043, 35530, 1173, 34063, 34062, 6670, 19664, 981, 5364, 20935, 13581, 5002]
5440	[6673, 5318, 916, 2525, 642, 2800, 29152, 36016, 5120, 17766, 39658, 19847, 17788, 2698, 34971]	[642, 2525, 837, 2692, 2773, 2659, 714, 744, 155, 7276, 5104, 4341, 917, 2800, 2880, 12733, 461, 1843, 2740, 1076, 2337, 628, 674, 9185, 1811, 15872, 2739, 12583, 26040, 1627, 16586, 2750, 822, 7288, 7452, 673, 7145, 2687, 7209, 19557, 2662, 1962, 2883, 2701, 2813, 733, 16256, 15874, 3200, 8369, 21667, 2821, 2824, 821, 2859, 4344, 571, 2845, 17589, 2018, 2840, 2713, 2835, 2748, 2699, 718, 5100, 2830, 2397, 969, 7936, 5740, 2493, 835, 13920, 12732, 2877, 12613, 2702, 2736, 2533, 3121, 17870, 15753, 2689, 4214, 2881, 2843, 2849, 33374, 19500, 19723, 3945, 2396, 7745, 2836, 15877, 18340, 468, 11751]
5441	[1221, 16798, 2448]	[30843, 1182, 1302, 20005, 1128, 5347, 1638, 5350, 28385, 128, 2616, 1625, 40081, 6184, 2457, 1292, 211, 1186, 483, 2536, 6099, 1288, 3456, 5655, 1127, 1636, 2555, 18189, 12426, 2541, 1307, 1194, 5628, 9561, 3697, 1180, 3689, 6170, 1623, 3664, 2207, 3790, 9496, 160, 6247, 5631, 2595, 2599, 3685, 18191, 1131, 3655, 8163, 2462, 7088, 184, 3749, 2627, 129, 2226, 12420, 12099, 15379, 1644, 28867, 2507, 28865, 5357, 18318, 2540, 1129, 2539, 16793, 3652, 18965, 8172, 20835, 6182, 1231, 1805, 7558, 1676, 1125, 28863, 2448, 18331, 2427, 8248, 3638, 3649, 33365, 2633, 1176, 37783, 36218, 18272, 18315, 7089, 31603, 6198]
5442	[8154, 12684, 12200, 14608, 4781, 4714, 1751, 30996, 11753, 2935]	[632, 2525, 1755, 3297, 893, 3849, 4039, 605, 2954, 628, 991, 870, 3846, 10607, 2404, 2924, 4139, 6520, 862, 8152, 944, 12200, 2406, 14614, 3955, 1863, 2956, 2963, 1029, 653, 1772, 3901, 13165, 3223, 1842, 6869, 3974, 9924, 654, 2493, 880, 3352, 6842, 1906, 697, 2396, 881, 8302, 10040, 2380, 2957, 12582, 1893, 15220, 2922, 3383, 155, 3243, 473, 1965, 590, 13208, 2970, 3941, 2961, 5135, 4338, 3373, 609, 1771, 2935, 2966, 2415, 3973, 2938, 1878, 3132, 2934, 8236, 2409, 585, 729, 3250, 3895, 882, 1730, 2040, 2664, 2917, 15487, 6847, 2944, 1925, 10041, 7936, 4133, 3915, 7758, 574, 1764]
5443	[21520, 31349, 31823]	[21536, 23297, 23108, 23341, 23697, 17406, 21520, 24419, 25277, 21948, 29541, 22725, 27069, 22739, 22719, 21856, 23885, 23348, 27655, 28768, 27076, 21181, 27161, 24965, 31349, 35496, 25111, 24037, 26123, 31823, 26048, 22919, 20719, 29780, 21901, 21933, 38996, 21147, 23715, 22918, 23902, 37675, 24982, 8849, 28815, 21859, 25018, 36872, 31169, 17808, 25521, 40488, 24555, 21909, 23207, 35181, 22454, 20727, 21924, 24179, 28833, 23884, 10879, 24535, 23931, 29371, 29837, 21913, 23343, 23350, 17405, 12190, 34078, 27601, 27606, 22875, 32307, 28175, 37677, 23641, 27512, 23225, 31316, 24981, 23665, 27068, 22278, 21516, 27302, 23927, 28826, 28997, 22880, 25527, 33589, 38467, 37181, 9591, 23901, 30247]
5444	[20269, 3749, 8229, 226, 35234, 2506, 21049, 39821, 4509, 20265, 33028, 3783, 31844, 31841]	[1302, 2507, 1625, 1182, 2541, 184, 2514, 1183, 1636, 2489, 1191, 1237, 180, 2616, 1805, 1304, 1632, 3697, 2478, 2418, 6111, 1623, 1125, 1292, 1257, 1644, 160, 1211, 3643, 3701, 15379, 11652, 1295, 179, 1212, 5692, 237, 2595, 1299, 1288, 1262, 7086, 2633, 1233, 1322, 1298, 215, 128, 5675, 229, 2179, 2554, 1195, 1231, 1122, 3698, 3715, 1325, 1176, 20854, 1194, 11032, 2495, 6247, 4536, 1148, 39934, 3699, 26014, 2642, 5628, 2425, 2597, 3689, 2611, 6198, 2545, 1189, 4596, 1240, 5673, 2363, 1199, 6232, 2449, 221, 8949, 1228, 38857, 217, 8163, 5678, 15388, 3668, 5695, 4527, 3776, 18262, 2463, 1225]
5445	[16083, 4676, 16096, 28888, 16094]	[718, 2971, 10694, 978, 5452, 3549, 10689, 51, 14744, 9793, 5030, 1811, 10830, 8266, 9163, 1538, 9531, 23070, 8095, 6121, 9778, 1264, 11880, 18458, 18058, 8183, 160, 16000, 3011, 5079, 141, 4946, 3261, 18463, 17030, 20182, 7911, 25514, 8364, 1609, 19157, 4679, 12438, 6423, 4294, 18467, 3191, 3012, 6993, 19334, 2337, 5250, 23263, 9808, 980, 5440, 5344, 12730, 11853, 5225, 13065, 5226, 6455, 11854, 12012, 16094, 6999, 18512, 10068, 5343, 575, 18853, 3551, 10082, 11855, 5077, 18180, 837, 23081, 30546, 5256, 19027, 11930, 28111, 2662, 1165, 2432, 14662, 4207, 1023, 23374, 3154, 25813, 5453, 12680, 6037, 2373, 4974, 18457, 645]
